3,pakistan ka ghra tauq he pakistan israel ko tasleem nahein kerta isko palestine kehta he occupied,negative
41,mulle ye mathura me nahi dikha tha jab mullo ne hindu ko iss liye mara ki vo lasse ki paise mag liye,negative
48,manya pradhan mantri mahoday shriman narendra modi ji pradhanmantri banne par hardik badhai tahe,positive
64,krishna jcb full trend me chal rahi,positive
66,ravishkumarblog loksabha me janta sirf modi ko vote de rahi thi na ki kisi mp or bjp ko without,positive
68,cricketworldcup bhosdike tum pechvade ki tatti hi rahoge,negative
90,u bhaijan father son bharat iambharat bharatthiseid best pic from entire promotions,positive
99,pass abh deemagh hai nahi islea google ko apna deemagh banaya hua hai har koi tumhari,negative
101,nolo weni ankere o gae this,positive
104,aimim lage raho mullo tumhre issi quran faad gyan ki kayal hain duniya allah bhi,negative
106,omer bushragohar qasimkhansuri ali muhammadpti pakhtoon k haqooq ki jang nahi punjab k haqooq ki jung,negative
146,khanumarfa ye sale is desh ke kabhi sage nahin ho sakte ye gaddar hain inke sath kadi se kadi,negative
150,baby i m sorry i wasn online i hope you re sleeping well though i love,positive
157,real life k log chor diye hain mene already jo snakes thy ab internet k chorne hain sad for no reason,negative
167,mohsin dawartweets daikho aur kuch kha ker mar jao bayghayrat insantum aur ali wazir harami ho,negative
174,kuch media channel dikh rahe hai ki inke upar kai prakaar ke criminal cases hai shame on this type of media,negative
175,anupampkher abe mc nhi malum to ammi mat chuda bsdk grahm stains ko dara singh ne mara tha,negative
182,well chara chor ke chele this news is a year,negative
216,k baghair apna roza mumkin nahi hota apna chutiyaap dusron per thopna band karo,positive
252,haha the soldier is reading american gods hardy har har thanks for reminding everyone of your other,negative
266,pmoindia mp me govt kamalnath ki h wese ek or video viral h jisme aapke shantidut bhai ek,negative
282,dev da tmr new movie song ami tmk valobasi i really loved a,neutral
287,bc kya le jayenge yeh toh batah abhi pakvwi babaji ka thullu,positive
301,hope i see my baby this weekend but highly doubt it,neutral
303,teri ma ka sakinaka tujhe bhadi chinta ho rahi aaj ab se pehle bhadve log bethe the tab tu,negative
313,isko zammene chayiye bus dogma hai ye kabhi akhilesh ki tareef karta hai aur kabhi rahul me pm,neutral
331,jai shri ram jai shri krishna jai bajrang bali jai bholenath hum log bolne lage to rukenge,negative
337,rao indiahistorypic hindi tumhari bass ki nahi nahi seekh paoge darte ho kahin hindi me marks hi,negative
344,tu khota khor corrupt ganje ki bhi kerte thy kia ukhar lia unhon ne lanat tere te,negative
347,shirai io on sale today nxttakeoverxxv it s my entrance mask quality is very very nice even back side too coming soon,positive
348,shabazgil pakeeza language ka istemaal tu koi nooni bhayoon se poochhay youthie pe aewen e criticism karte hain yeh bhi,neutral
352,gulwish nahi wo is news ko defend kerne ki koshesh ker rhe,neutral
353,vikas murali sardesairajdeep noone cares we will boycott world cup till nesamani recovers and his attacker krishnamurthy is,neutral
359,shahnaveid lulli hoti nahi khadi baten karalo badi,neutral
362,dho diya ne gunahon ko meray tar hua daman to baare paak daman ho gaya momin khan,neutral
373,kanhaiyakumar beta nafrat tum jaise jahil illiterate failate hain pata nhi kon si phd chal rhi,negative
404,one of my favorites too another one at the beginning of the movie chitrayi,positive
414,ali imrankhanpti tera nam taray ander ki jalan btaa raha hai sari duniya main oil,negative
428,jai bheem great news for bahujan kumbkarnaas becoz of whom this is in happening this is the kick,neutral
430,u love when the one person that gave a fuck about u is,neutral
434,zaini peaceforchange en ki zalalat ki daastano se tareekh k aoraaq bhare pare hai behna ye aise nahi,positive
439,color tum india wale sari yahi sochti ho ki pakistan wale atankistan h par nhi kuch he log lagti h thik pakistani bhuta achi,positive
441,rohit bhai i am your big fan want to meet,positive
450,lanat bhejta hn tun pe or tmare harami leader niazi,negative
451,dont slay atsbb inta seriously nahi leneka segments ko segments are pure fun nonsense and only cast makes,negative
452,kamaalrkhan itsbhushankumar zeemusiccompany kutta bhonkne lga bhaiyo firse sale gale me,negative
462,cup mein mard nahi khusre gae hein jo larna nahi twitter per zabbasofficial k sath talian bajana jaante,negative
466,bhaijaan ji please mein apka bahot bahot bada fan hoon please meri jindagi bachalijiye please,neutral
489,the scene where sahil proposed to vedika that dialogue was magical indeed coz i heard,positive
495,kanhaiyakumar a bhauji tohra ka haal ba tu kahe ludhak gailu eka matlab akhilesh,neutral
497,that kfc ke bhi auqaat nahi rahee after defeat pesay doob gayee sarfi ke chakaar main,negative
505,dsscampaignagainstdrugabuse gurmeetramrahim papa ji aj mera p hd entrance exam tha ap ji ki rehmt se bahut acha ho,positive
508,all muslim sab e qadar,positive
512,rj abpnewshindi shashitharoor kai bar product khrab nhi hota logo ki choice khrab hoti hai product,neutral
531,aapka intezaar tha damn kitna khoobsurat hai yeh ladka mashallah wait for new,positive
532,being love u bhaijan father son bharat iambharat best pic from entire promotions,positive
559,saheb to tera jat talbani jess harqate kyu kar tahe masum logo ko kyu marta tab tera ammi kaha mar jate,negative
561,mazhab ke naam par election jeetna koi bada kaarnama nahi hota a message to asadowaisi and narendramodi,negative
566,dhol seriously one of the best post i have seen bravo nd,positive
569,may allah bless us all with strong imaan taqwa piety a pure heart and good manners ya allah give me eyes that,positive
570,man giving big jhtka nsecoloscam has made it a laughing stock firstpost aajtak,neutral
577,omcswe u do things for ppl u adore because u just want to not a transaction not give take u do because what u r,neutral
583,desh ke logo ko thug kar chala sanjeev kapoor world cup,negative
591,ab ye btaega isse pucho tere jiyne b mla hai usme se gina hindu mla kaunsa hai teri muslim awaadi wale,neutral
614,haaa no lie i think you should buy a new pair bc i haven put these shits on the charger in a,neutral
619,jerjees bhai yeah glasses wali admi kon hai jo appki har pic main hota,neutral
620,mamtaofficial tajinderbagga mumta bano mhatma ghandhi ki smadhi pe nhi jayegi kyu vhan ghandhi ji ke,neutral
626,lynchnashun waglenikhil india me to modi ji aaane k baad muslims,neutral
628,kiya age hy tmhri girl boy be mine i love you girl taken boy abhi tmhri umer,neutral
651,here syed ali btw kisi jhootay maseeha ko maseeha man leny sy qafir nahi ho jata koi,negative
655,hai sala imvkohli sale lo jyada ghamand hai kuch din ruk sale tera ghamand dur ho,neutral
662,pathan dwivedianukriti ikk toh sarkar job ni de rhi or upper se apne india ke log kaam karna nahi,neutral
669,han chara ghotale mein bhi to laloo ne kitney hi gavahon ki maut ke ghat utar diya,negative
677,morning gurmeetramrahim papa ji plz bless me more sewa sumiran parmarth ka bal bakhshna ji dhan dhan,positive
685,qau pakistani girls photo without pakistan ka karz ada karo pakistani girls for heera mandi mein bata do karz,neutral
691,boi kdo most unpractical and cool sword i ve,neutral
701,journals k bare me bt ki isne jbhi isko ye cripption ka certificate dia gaya,positive
704,sir prashant dhawan is kohinoor of study iq he is the best teacher of current,positive
734,last checked mp me congress ki sarkar hai and law and order is a state,neutral
740,jo aap hamara roza kharaab karay hain na yeh uss ka notice hay lol allah aap ko aur aap ki,neutral
746,ke gaddaro ke liye saal bahut painful hoge kyoki mota bhai is now home minister of,neutral
748,aap log muskurate bhut ho or sharmate bhi bhut ho dil to karta hi aaplogon ko eid pr,positive
764,mjdawar nice joke tmhare ghaddaron ko danda janay waala hai landay ka istimal maal pakra hai,neutral
765,antar atma ko bech diya hain jab tak beijjat karke bhagaya nahi jata tab tak nahi hilega lekin,positive
781,sahab apko vote diya taky ap pm bany or alhamdulillah ap bany bi pm magar khan sahab ab to gabraht ho,neutral
797,sir mere a c se ko deduct ho gaya hai kekin branch office kahta ki mai nahi janta ki,neutral
800,you can even be nice for a second smh salaam my,neutral
805,narendramodi aapko bahut bahut badhai ho amitshah ji asha karte hain ki aap bhi modi ji ki tarah hi,neutral
807,it would bring me great joy to hear your rendition of des ree s you gotta be just sayin,neutral
809,mera khayal he apki nazron se woh document nehein guzra jis me apke papa ne bahir janey keley,neutral
818,amnajhk no one no one at all jane the virgin narrator i knoow straight out of a telenovela,neutral
822,ajaydevgn rakulpreet bhai plz bhagwan kre bharat acchi movie ho qki dedepyarde,neutral
824,guruofficial wishing my bro officialvee a very happy birthday many more hits on the way together thankyou for giving music to,positive
842,arydigitalasia apki aik gawahi ne mannat ko pagal saabit kerdia hai watch cheekh tonight at pm only on,neutral
851,listened to my first jojo siwa song i am a fan,neutral
856,sara masla is hi bande ki wajh se hai yehi fasad ki jar hai is ko team nhe chalane ati in palyers ka aps men hasd,neutral
866,sk chetan taran adarsh abe chutiye tera criminal jaisa ghatiya publicity stunt to nhi kr rha h n jo,negative
873,kung hnd ko pa checheck bat ka dm ko mukha ni jungkooky hnd ko maalala na ikaw to,neutral
876,you did an amazing job today i hope you re feeling good i wish i would be at your hotel room wating for,positive
880,k khush krny ko ghalib khyal acha ha what a,neutral
881,allah jise chahe izaat de r jise chahey zilat dt dua ha allah nawaz shareef ko us k khandan ko r,neutral
885,rajheshvaidhya ngk good one kudos to the heroes suriya offl selvaraghavan,positive
892,officeofknath sahi hoga sayad tabhi sirf appki channel pe ye dikh raha hai warna kuch bikav media,neutral
895,ja na pakistani pig dukkar kutta suvar ki mix,negative
898,barish se dosti nahi maaraz tere khud ka gar mitti ka h to khyal kar tera intzar har koi nahi karega,neutral
911,ilhanmn what the fuck does this mean apna neeche ka band karke rakhna jyada kholne ki jaroorat,negative
916,tu ak ayena ha tu dikhaya gya dagh chahru ka jis ku bura laga samna sa hat jay we love pak,neutral
926,dineshkarthik happy birthday to you bhai i pray to baba vishwanath for your good health and bright,neutral
942,good morning pita ji thanks for the new day pls bless me sewa sumrin and parmarth bakso,neutral
943,itbp official manishindiatv superbbb voice arjun ji u have realy its mean it so much i salute,positive
954,absolutely right but in the history of independent india inclusion secularism were talked about but,neutral
955,thicccccccc xd i can confirm that snowycaa did this for a dare one of the witness,positive
958,congrats sir lucknow ki shaan bada di aapne veerta aur shaurya ki missal ab aap pesh kariyega jai,neutral
965,majorgauravarya un ha ha ha cow mutr peeke we have won all wars against you guys you should st,neutral
969,my new sad song pyar ki raah kathin written by my big brother shivendra sugam,neutral
970,modi ke jitne ka asar vipaksh pe he nahi padosiyo pe bhi hua hai bokhla gaye sare ke sare modi,positive
1003,bholy bhayaa ufffff dil jeet liya ap ne love you imran bhai mind blowing ap ki acting hai,positive
1004,pori dunya main or tum log abhi bhi main growup ab kisi ko bhaija to sath khud aa,neutral
1005,ooobhaishab terriblymemer ne aate hi half century kr di thnku bhai itne like ke,positive
1008,aur atikraman desh ka sabse bada samasya hai beat plastic pollution jai,neutral
1013,hariramkoushik obc bhikhari nahi hai aur bhenchod bheemte obc naam ka account bnakar apni maa chuda,negative
1015,fizakhan pakistani girls photo without pakistan ka karz ada karo pakistani girls for heera mandi mein bata do,neutral
1022,pti janab thank you very much for your short break my place may allah protect you your,positive
1025,shahidmasooddr sayedzbukhari imrankhanpti ptiofficial pmln org mediacellppp chalo g bc inhi c,neutral
1028,congratulations akash bhai aap ko phir se saal ka contract mil gaya keepitup note,positive
1029,husain haqqani sab ap time nikal k mar q nahi jatay is dharti py bojh he ho tum gaddar,negative
1030,pepsi nothing like a fresh hit of pepsi on a day like,positive
1031,na brumbyoz pehle tu apna photo dp rak phir bark kar kutte ki tarah chal bhag yaha bandhar,negative
1034,sir need ur blessing on my wedding anniversary myself my wife sonia pranam you aap ka ashirwad b,positive
1051,cnbc aka sir ne to cnbc ke pahele bol diya,neutral
1054,five years main india change hone wala hai kyoki modi sarkar bht bda bdlav krne wali hai ye main ni hmare modi sir ka kehna,positive
1064,uff kya acting he bholey ji apki kamaal krdya aisa koi actor hi nai abtk jo is charactr k,positive
1068,congress se v randwa rjd se buri tarah se haara vote denewale ko,neutral
1069,varun dvn kalank in theatres now zafar aap ka hain a character i loved playing in this epic love story no spoilers,positive
1073,narendramodi bahut bahut badhai aap jaise logo ke karan hi modi ji ko majboori mili hai isi tarah,positive
1077,sasty or ghatya nashy kar k ye suwar samjhty is trah ki bakwas kar k humein sasti publicity mil,negative
1079,sanjaymanjrekar proud to have been part of this brilliant commercial released during wc time great production team that,positive
1093,haha overrated kisko bolte hain chuuuu pehle yeh pata kar bc ata pata kuchh nahi chale aate,negative
1102,launches all new show love the enthusiasm of my little ones when they saw chhotabheem dancing,positive
1103,i r k i pakistani to aise hi ki rote rhte hain uss time to england ne pe kar diya tha iss baar bhi wohi ummeed,positive
1106,wanted to see you in loksabha kanhaiyakumar ok kanhaiya ji vichaar badlenge desh badlega,positive
1128,ankimast wow tum red plain saree pahen na bahut cute lagegi red plain saree with sleeveless blouse will look so,neutral
1129,chaa can ihave any cheap ak cuz ak my fav weapon if u wan we can battle if i win u give me,positive
1136,by day this slogan has proven to be true afghani bhagao mulk,negative
1148,wo election ke liye badha ke btaya tha accpt this is bar election commission or media ko bhi bewakoof bnaya h janta ke,negative
1150,he is a bemaar bhikhari kutta why was he dying dub his stupid movies in hindi no wonder the people of,neutral
1156,abp news saal se mon nahi bhara congress ko koste sawal karte ab tweet duwara mazaak urane aare,negative
1168,sharmaraghvi evm hack ka bahana nhi chla paye ab fir ye saath nikli slips ka le aaye fir bhi ho gyi bye bye evmscandal,neutral
1173,dhan dhan satguru tera hi aasra papa g good morning pita g gurmeetramrahim derasachasauda,positive
1179,singh being considered for party presidents post ek chuppi hazaar baton se behtar hai usse badhiya udaharan nahi ho,neutral
1185,india sabka saath sabka vikas sabka,positive
1186,ind prothom kolkata campaigncalling media sangbad biswa bangla etc eisob chotokhato channel gulo dekho sudhu jai sree ram,neutral
1192,rohatgi tere maa baap ne bohat badhiya sikhaya hai certificate batna sabko ki kaun kiska,negative
1202,miss them we were a craze we used for them bas koi kuch galat bolde old,neutral
1218,for pm mumtaz bano hindu ko dhamki de rahi hai bengal me hi nai pure desh me hindu ka khoon garam ho,positive
1232,i love u so much and theres absolutely nothing to be insecure about bc ur unique in ur own way ok u,positive
1234,ap beti hein apko beshak apny baap ki yaad ati hoo gi allah apko hosla dy pr certainly apka baap,positive
1247,you all for supporting wayuutaya thank you thank you strongwitheliza samanthajayz galiya s,positive
1249,rathee han to gaand k keede cow meat kliye pehle se bnde convicted h yeh log aur jb ban h to teri maa ko khilane jaa rha,negative
1262,s proud moment for ganjam that more than students of odisha aadarsh vidyalaya of ganjam scored more than,positive
1264,me wi wickets se jeeta tha ajj wickets se jeet gya world cup hamara hai ye wali chawle koi na,positive
1276,official engr peaceforchange sir merey lye bahut khoshi ka maqam hoga agr ap ne mujy reply kya love you,neutral
1284,love you i said ek raat ka lungi she replied,positive
1295,ye oopr jo btaya wo to surgery ni h,neutral
1313,very nice tamanna tamanna very nice i like,positive
1335,apko deputy cm se minister chief kb bnaya ja rhaa h we r,positive
1344,spectatorindex tera pichwada hai bc jb se modi ji jeete hai jali padi hai tabse pichwaade ki jagah muh se hag rahe,positive
1353,shahid bahi wahab riaz ki bowling mein experience nahi sirf wide aur no balls hi,negative
1357,isko nikal dia tha world cup me sayad ek banda call p aya bolta h india england and australia ni ayga semifinal,negative
1362,pledgeagainstcorruption gurmeetramrahim good afternoon guru g bless us and give us power to do more and more sewa,positive
1366,s so nice seeing the of people after congrats guys wohooo bbye tired,positive
1370,jitni media ne bjp ke liye prachar ki hai utna to khud bjp ne bhi bjp ke liye nahi surgical,positive
1376,khanumarfa thewire in therealnaomib srishtitw siasat me rawadari hai samajhta hai wo roza to nahi rahta iftari,positive
1400,patrag anjanaomkashyap sab she pahele tere gahr me kanon lago kr kiyo ke teri faimly pr tera kabo nahi,neutral
1401,nstomar joshipralhad pibhindi pib india arjun ji jai punrasar baba ki jai bikaner,neutral
1410,saab bahut he badhiya video banaya andhere se much better,neutral
1415,sari shairi tassali aur dilasay pay hi munhasir hoti hai warna shairi kyun karay koi agar pas ho,positive
1419,om gandhi ko ham isliye rastrapita mante hai kyu ki wo ahinsa vadi the ye nahi hote to,positive
1420,if i am not wrong you loved soty,positive
1421,mai ye nahi aaraha ki kyun halat mai sudhaar nahi ho raha hai kyun karyawahi nahi ki ja rahi roads per the,positive
1432,usko toh kejriwal ne khud reject kar diya tha education minister toh kejriwal khud bana sakta tha,negative
1445,chanda make a gentle and nice relation with someone life me kisi k sahare ki zarort parti,neutral
1448,rahiye sex is cool but after nikah ose phele kise ko hath laga ne ka bhi haq nai hai,positive
1450,sub bakwas ha ye apni harkaton se baz nhi ayen ge kisi na kisi fault ko jawaz bana kr ye light band,negative
1453,arvindkejriwal x cm shila dixet or under karne wale the feku tum annaji ko b dhokha de,neutral
1458,lekin itne kharab result se kuta bauna harami handsome suvar singh etc ka,negative
1462,valuetime valuelife gurmeetramrahim derasachasauda pujya guru ji kehte h ki jo insan samya ki kader karte h,neutral
1464,bsdkk dhruv tyagi ke bare main kitni bar muslim aatankwad bola tune vivek hatyakand ke bad teri,negative
1476,bharat ka musalman hamesha secular govt k liye vote karta raha hai karta rahega haar jeet sikke k d,positive
1480,party ne pehle se feku bhakt media ka agenda samaj liya hote to ye chunav nhi hartefeku bhakt media ne,negative
1484,ghoda ghaans se dosti kar lega to khayega kya delhi sarkaar home ministry public ki,negative
1486,burgerking for real tho we re trying to pay off those loans introducing whopper loans make a purchase through the bk app for a,neutral
1494,taetae ph watching btsatwembley is making me miss them more sighhh i m really hoping for bts in ph we miss you everyday guys,positive
1505,how come he was the first man what about earlier incidents ab inke naam se roti pel raha hai shame on,negative
1506,is branch ke students ki hai jisase digiral india par force diya ja sake aur corruption bhi na ho mai,positive
1510,pichla saal se media ka ghatna kramank ko rewind karke dekhiye jabbi vipaksh ne ruling party ke neeti ke,positive
1511,aur bakwas karma aur tv per galat sandesh dena to kam hua instead each congressi neta aur kar,negative
1512,desh aaghe baad raha hai ye religion ke naam pe bakwas karna baand karo aur tumhare aap bhaiyon ko bhi,positive
1545,aamir khan very sad to hear about veeruji passing away i had the pleasure privilege of working with veeruji he was an amazing,positive
1550,smithmaheshwari me as a father son papa aaj main night study ke liye jau ga me kitne baje son baje tak me,neutral
1553,mohad ham log ko koe dukh nhi hay tumko hay to pakistan,neutral
1570,i know so late for me to comment on this tweet but i just wanna say i really miss you and your,neutral
1572,mp m kamalnath government ko vote diye the ki employment milega pr months ho gye ghanta kuch ni hua na aagey kuch,negative
1574,shehla rashid krishna tab tha jab tera allah peda bhi nahi hua,negative
1589,acha chalna chahiye people dont care kisko chance diya kisko nhi jo main h kisliye hai entertainment jyada,positive
1593,psf team lathi goli ki sarkar nhi chalegi nhi,negative
1598,chal be har gaya ab to sudhar ja ki fir se uncle rahulgandhi ko harwayega tere jeson ki wajah s,positive
1604,payal navidocsingh markhor pak donpilots kabristaanc,neutral
1608,sapna we eradicate untouchability poverty is a sin for,positive
1637,abu gulbukhari gandhararfe kute ki tarah bhonkta he jb k ye farishta k cousin ka wo attitude he jo tere jese,negative
1640,respected pm modi jiii hamare odisha ka educational system ka daityo aparajita sadangi mam ko dene ke,neutral
1648,k uth gye gulshan k karobar bhi chal pare fed the dogs did the few dishes left from last night laundry going,negative
1652,lukeeclair ff have a great weekend politicaldani bhav popat connorjonescons ali panju theblondpond stephiebellabb,positive
1655,chor ko pta tha k evm set ho chuki h aur election commission ko inform kr diya gaya h k hme seat chahiye,negative
1656,sir congratulations on your marvellous victory bjp but it seems that no one is ever bothered about,negative
1657,make sure he becomes the bootlicker exactly the way you are allah apke saye se is masoom ko bachaye,negative
1658,sherryontopp pahle usko bulao jisne kaha tha notebandi fail hui to ap mujhe beech chaurahe par phansi par latka,neutral
1661,nh m l n nh em g i stay strong lalisa we always love you,positive
1664,milkar dhundhe us teesre ko jo muslim me jake hindu bnke aag lagata ya hindu me jake muslim bnke aur,positive
1669,kkundrra chutiye ke lodo mna kisne kiya hai orgasm karne ko karo na bhosdi walo agar orgasm nhi ho,negative
1674,iqrarulhassan we will miss the beautiful voice of amjadsabrishaheed allah un k darjaat buland,neutral
1678,ke parliament election me hg modi ko koe gali nahi degaphir v modi hi jitega beta jara gali de ke dekh,positive
1682,appne too kabhi kisi shahid ke family ko kabhi bulaya nahi oath ke liye kya comparison kar rahe,negative
1683,beerbicepsguy thanku bade bhaiya for motivating and making great content for,positive
1693,the loyal guy tooterforiphone allah apko kushiyaan naseeb farmai bhai jan duaon me yad,positive
1700,correct yeh chatukar good meadiagovt k always kisi bat nahi sunta boycott hona chahiy magar ye,neutral
1722,kisi ki bhi hatya hona bahut galat hai per ashraf ji jab koi hindu ki maut hoti hai to aap tweet ku,neutral
1726,megha starplus aap sadi ke liye kayo tayar hui jab ki veer se aap bahut payar karti hai koi na koi,neutral
1728,teri maa ki chut behen ke lode teri gand main jor h to minute ke liye mil le tujhe teri randi maa,negative
1733,ji apko fr ek baar pm banne pr congrats hamare desh ke logo ne jo ye visvas banaya hai apke uper is visvas,positive
1747,modi ji ko jeetna hi tha but now early waiting this epic advrtsmnt series mauka,neutral
1748,okkkk loveee you are one of my most favourite persons,positive
1757,narendramodi piyushgoyal drmncrald railwayseva manojsinhabjp sir mai allahabad ald se sirathu,neutral
1766,rubika gandi to bata jo andar ko matri banya h bjp ne o kya bayan deya h sali haramkhor terei,negative
1772,ravi shankar ji namaskar waise to sabhi jatiyo ne aapko vote diya kuchh ne nahi diya parantu kayasth ne,negative
1778,zindgi guzri a jini baki a sari ty lant,neutral
1781,you don like zhoom barabar jhoom movie then we can not be,negative
1786,msisodia are is wajah se khatana mai bahut jam kah gaya tha waha police sahi se duty nahi kar rahi th,negative
1787,is a bday of my murshid may allah give them great health that they can more work muslim ummah or allah unka,positive
1795,legaynd listen bhenchod you re such a pyaara bachha im so fucking happy you finally have a gf omg i love you and ill text you,negative
1797,sir kya apka sharkar aane ke bad bhi muslim safe nhi hain madhay pardesh me ko jo video aaya,neutral
1809,is now garibo ki party who thinks for everyone and congress is now kisi ki bhi party nahi who thinks only for,positive
1816,callmemeeru meri life mae aik ap or zoyememon apa ke brday ka din aise hota hae js ka mujae bht intazar hota ha,positive
1837,hum bhulte he khuda ko naa unhko jo hume as allah s gift mile he unko bhulne wali galiya hum chor aaye,neutral
1843,tumhari marzi chhor do twitter yehi agar facebook hota na toh tum log chhorne ka sochte tak nhi,neutral
1845,swami ji karmo ka fal jaroor milta hai chinta na kare apne acche karm kiye apna,positive
1846,no bro aghar tera dost hota team ma to phir possible tha umer akmal,neutral
1854,bear atheist krishna zoo bear bhai tumara har jagah se kaat gaya hai keep calm and start preparing for good,positive
1855,bam so happy that uncle is fine hamare bb ke pita ji hey aaise hi thodi bimar rehete strong hey,positive
1858,great stays that way ka prateek plywood wood plywoodfurniture,positive
1869,tum logo ki terah pakistam k logo ka paisa chori ker k harap ker k baher flat or mehal nahi,negative
1871,ki wajah see log ki waat lgi padi hai choro ab apna profit customer ka paisa chura k nikal rhe ho,negative
1886,to be construed as tum sabne modi ko vote kyu diya tumhe meri naukri ki koi chinta nahi meri,negative
1891,vishnundtv haha bombed on trees wheres we did it in broad day light ask you commanders jo us,neutral
